GUID,Type
225430dd6088cc30c57b28d4fb7953a6,INCOME
db4285aa52cf450f44ae97ab436061a1,INCOME
3a521cddfa5c41e7a12a8b9e31ddb833,INCOME
50c0a712d3c2458c9832892d474a6f61,INCOME
640299f5b2786e8e42c5b151deb19a80,INCOME
6111f34420316478249b3ce09d8b540a,INCOME
1d07079921d0ea11263eb1265744d66d,INCOME
6371e6b663d3c8085f309db6a46c1f1c,INCOME
ffb668bb02103471d2a90cf4d5a4c16a,INCOME
5ca82cd292323ee6258100522f6c3159,INCOME
b55722395f2a92f6810369393c84b4cc,INCOME
4d9da3612064aac2ff24eec2ceb96b72,INCOME
85afeaeb6fd2170f15065e9739153358,INCOME
0b0f8ed42020fef8b1bf7590d769d6ba,INCOME
298d4e92b3e08b5271e98f037280b534,INCOME
cb0bd214559a1906543af3ba9ab67da3,INCOME
0308aaa91afd4c01dd2cbe80b1d95b82,INCOME
c79ed067e95f24f7ab85b7f661a294cc,INCOME
8ae99cc87480ada9e432f211db8f8077,INCOME
56279d02fb660834494d064491f3d95a,INCOME
687bfde0be07f3bcec04bd2474562ca8,INCOME
f891a451deb9e264ac4084a431de2ad0,INCOME
6382a0e96fa64409ad56a5a1a00208f3,INCOME
7e2171bbfa6d45f983ca469e97cb3927,INCOME
3747a7270d145f8cafad4bf762c5e63b,INCOME
6620747f74b44e778c8d2ebfeff4439b,INCOME
9cf6e82eb9b141209ac31a7f6fa544b3,INCOME
7e475450064fe12d2c3081fc63ab80c4,INCOME
d30d543ce916e24ce9b28dd92f1d9b14,INCOME
b36481d067c1f32f730e815a77003707,INCOME
d01f45baaad709d3a11436685957f288,INCOME
45c9b8ddf9674f42b9f05b33da654e0e,INCOME
c26ed0cc74634bf5bbbb17cfa702f5a1,INCOME
b98f970a78ec454ca0d79d9a7e00ca29,INCOME
61f2d900e94a67e31328d09a6ae03c6e,INCOME
34eb17deaa33eaea73b9fed8f477f797,INCOME
7fb67cb32c53cafe662d1720ea9d3099,INCOME
412a10914432d0116b73667a9a718020,INCOME
75c7fee56a96b628b91445990b49acf9,INCOME
b5492f984ace01a514515def94631d92,INCOME
4beff6a7ce09515c225fe5a0f626be74,INCOME
3712edde6f2d07e6d609e9c85ae9fa2e,INCOME
d2f934ebe1e5fc01830c7b531bfa16a3,INCOME
66627fd9fbe891c86cbbc4a7ed39b057,INCOME
5bda23b37b834f2ca0b00de57599161a,INCOME
9c4f5f8eec3c404daa56c0e5df3b59da,INCOME
e4ff1de9f5284fc59041c0a9a78ee3ee,INCOME
324710c0b5eed18663701996d159dcbd,INCOME
86732af5ae8f078c0d75fed9ecb64147,INCOME
721f60dfc49b9834ecdf7b0830613c86,INCOME
71d83475c6507ff6adfd986455cb65ee,INCOME
bb0550a999f8a5ac18935ccad1fefacb,INCOME
1fee9723ec353a5104304b01051dd713,INCOME
b4ad27ac5c6a843acbd573b6c44a03e4,INCOME
e5bcd4ec4dee9b6a1714f08a17bf3550,INCOME
571e32f16e7b39ba5cc32d25bd6f975e,INCOME
f50c973d233e16d440bfcf873b1c1411,INCOME
c24c19f66da1f14e46ac9a31c007ef6d,INCOME
b706c8cb730e536592d0770f68771ace,INCOME
50ca237cf6b78b3ef79e62f315787186,INCOME
17cbbf215342da9648eb7d19145f415b,INCOME
c1738220cf2b4f7387c2c1839371a8e0,INCOME
518e4880e2d19fe33c89234ad7a1b2e7,INCOME
56071a56b42f64b8fb4775b5586c7efd,INCOME
1077a02cb4c9defa02086277c010aac1,INCOME
ec33409aaefca4f27bbd891ba3f5a24c,INCOME
447892ee8c65850f2de776ce7502af9e,INCOME
5462e09f90dcc447bc310c0d4935b4d9,INCOME
d3272bce81c94f138a36d7c131bc31eb,INCOME
309b2a14f1bc465b82b5a7a5760b4b8b,INCOME
c6df73b89e5032fc3d91b3eab1be7d6a,INCOME
a2a36f65774e8447b6c14c06ab184bb7,INCOME
a59b314431df2402074fab81b98df37c,INCOME
becf9de7f3d5426c911102a0f5aca518,INCOME
36ee4d88dbd74fe5b6a0328b1f0c0efd,INCOME
f9b7c7dc8d944fa39ac1af4a2a1fe702,INCOME
f5102585e1ee44a1aba3c834a59c1455,INCOME
6f7c3b7bfede48a8a20bb96984dbe7fe,INCOME
a3a11aa449273b463f88bafffed4ef5d,INCOME
e3f475ac661143bdaf7a0c25b92d44a4,INCOME
f9941186abb3478b91e666ee0d48d3ec,INCOME
f04b11d0d8f24b32aa497bdc7d147d38,INCOME
8b2bb7f29edf355dc6ef513a45799879,INCOME
b846b1cae8de48d492d85d1c44e40a12,INCOME
99ec44d273d74136963455679341d73d,INCOME
17302d2b3c3942589f3bf8fd9051868a,INCOME
aecda3dae1994abd90536866d7f48016,INCOME
70d4d2dd16564c7a8420da9961ae6c75,INCOME
ebaa7953615749c6838ffa10a9dca448,INCOME
3cba05d94d6d42339ed8ba5d3d0c6002,INCOME
f8b58db70b004092bcd0638d549acb18,INCOME
2e02d219c3a44ba59e65140a38b90234,INCOME
face8115591546418611d0019bef154a,INCOME
d1d0913dbac04f0c892e918892a0fe35,INCOME
ff4a0956256d4b51b40b1d44ee3f2b93,INCOME
695680a08b984bd78563d3f4e7707904,INCOME
7a91a7a88bc24bf18e56e01ad62439f0,INCOME
220b60a761e7499db55be1ecefce2e0b,INCOME
038d953e1185a950149a080a9bee829a,LIABILITY
4cf7a996e8cc82e845dd31784ce3fb30,LIABILITY
291ea9cbdf67458460d70f6ae24d42d3,LIABILITY
2e3c8f811462483292c33b1855667156,LIABILITY
15fe3127b65340f38c13530c3dd54174,LIABILITY
802cb9fdfd4e4ce9ab9def13aedc37ad,LIABILITY
955a7649e63e6830242540041f946872,LIABILITY
7454c47d986f4f959e4c5a431c6be8ff,LIABILITY
62596e68d745454b2304c3c6298f2b91,LIABILITY
ab8e7ed6e880485eb4ef9fcc0c6fd1c0,LIABILITY
0e7d55f2c5926c91073fe59a52653c4b,LIABILITY
8dc4d7cc55062c933a59929d3b4e548a,LIABILITY
21b87c523cd02ea691960c0d9d13071c,LIABILITY
3dbc08cd8406452399e3b1b38601a202,LIABILITY
ad164c5569b445c7bb938fe08ffdd3ad,LIABILITY
5fd74c9964e747cb1d52d8e4c5b66dcd,LIABILITY
97525c107f601d347361f153edb051a9,LIABILITY
0865a0dbcaa4d291935448035be412e8,LIABILITY
bf640f221a31a688bda6cdd1718ee8cc,LIABILITY
d688b5a004dd44baa759587ebfe44701,LIABILITY
feef1116086d402393d8fc075eb06e94,LIABILITY
da7daeee49724f088e42c2421af04137,LIABILITY
f3c0b3704277413db6215ba6f5ddfe43,LIABILITY
16a80e634731347a6d6e37e8d34e42a3,LIABILITY
f9b96f9249df3e09662572de3ef4b4cd,LIABILITY
00c235043ba69be546ee83bce0ef0aea,LIABILITY
54eeaaf212b10b3596d0175f01ebafc5,LIABILITY
e7e1dd430e214c0185e2851cc7110527,LIABILITY
7654db8a54c5489261d308898516aa0c,LIABILITY
ed24a6dc0b63d43054a3af8706cc931b,LIABILITY
23ff81adee3e14310d66210e5ae1bb30,LIABILITY
0cdca53ed13d4c25cc1e3f2065e31868,LIABILITY
365a07759d0669d818a3194e7323bb86,LIABILITY
59be3b442fe47c869e6938ada079a01a,LIABILITY
438c20141fee152f4b87ea83b4643daf,LIABILITY
bc0d2525e904bc792d0d17c2962cc161,LIABILITY
53f4420f1ae210f205042f8686c6e85f,LIABILITY
afc206d103d4bfd425054ec1deff618c,LIABILITY
cee8fa9492cb223ee7d224577386c17e,LIABILITY
97b6e4b71b34670b6f362554991ae34c,LIABILITY
b46d39b9b7c07056197dc5cd09a3b477,LIABILITY
2ccb38260103b1e74ddf4999e82a7d30,LIABILITY
5f0a163f2789937a22ee9498ac89c6d0,LIABILITY
ff914cd1c6678d6afa954d53d260d2de,LIABILITY
d80110a4527e319c71d62164dfcc65f3,LIABILITY
88391ff9ce85b1fc3b06ed7dbf732f41,LIABILITY
f0a1d632d41899276d58aed584295436,LIABILITY
b71df5773f48cd18c3430d94ac258d35,LIABILITY
5ac31aa2995ac58fb89c3f2c3cc96980,LIABILITY
4ce19e7a32e6495e811754534fc1ab63,LIABILITY
794114adc7998a22b7e75901a0da7e24,LIABILITY
b6b4f3100506fe181a763e10fe6ce448,LIABILITY
4898b814fbd6a53addf51c7029dfc1a9,LIABILITY
ce90004808fe59b3c6a04bb03eb51add,LIABILITY
a06490fa394cecadc3cb9b28e9793992,LIABILITY
ed36bbf3899232bac2262fc6fb245887,LIABILITY
80549807498449eca5627043253a4b7f,LIABILITY
aef913b8588cd64614b2c1de52d56a69,LIABILITY
463a892bf96c4d93a8eb0bde776123a0,LIABILITY
e80c68ae4d984a9d9c92d7d25f0de3fc,LIABILITY
a97282bcc90d45bba8ad875f00599f8c,LIABILITY
bbf41bd4fd984bd7968f9d9608f4d6d4,LIABILITY
e8f6c6030228482c9e5863da6e66031f,LIABILITY
20dca418f7c242f0813a4b6d10aae16a,LIABILITY
4f0ceabd2f554480a913ce20e3c948c8,LIABILITY
4d79fdee1db94d80ac53fe6f8a22cf8d,LIABILITY
7d44c864cb42d4f0e753eac4ee385620,MUTUAL
99b4ae0803dd92de7637600e53c2294b,MUTUAL
a75f26331243d6f98a9f32768dc39d12,MUTUAL
bef3f3332592db3df45f738839c51408,MUTUAL
123e85360b58adf86db85858af577139,MUTUAL
db3eefedc056458cbd28874ec2d44573,MUTUAL
9bfa79b0a4784e719cc32dff78a4d478,MUTUAL
c3b7edae001067a5a95e5e3933c372d4,MUTUAL
6d6af9e6c9eb1c3fef6245bed4b8ddd7,MUTUAL
a49e5af2309bf3cac054dcf8ab31376d,MUTUAL
4f3f1a258c9f9fd9223591f1cd3c4b92,MUTUAL
bd84c5955a4b70bb75747d67b04ba54c,MUTUAL
1f27eff3ccce270450084226c3607ce3,MUTUAL
75786537f028b018803e07a2b46dd083,MUTUAL
0ca730b8448016bcfd655a90a0af229f,MUTUAL
8468350ba1bcd73dfc924faea95a6833,MUTUAL
bae91beb80c76be524705730d7e0cc74,MUTUAL
f33e2baf780d2e813b8bf0971f3bb70d,MUTUAL
3a20cb9ebd1137e1f775abb0c84802e7,MUTUAL
789f070039654f3b11c988b3edb47f4f,MUTUAL
c33a3808149fb87a5001c6758e90448d,MUTUAL
8d41bceee591d17927c744f84949d2da,MUTUAL
028a952a066282e42041537d58d6402c,MUTUAL
1423a4260062441a6269cdffd307f573,MUTUAL
c8d6120bbcdbb7af2bbbe09b96635ba9,MUTUAL
482e7e5b73877a98a90cb6614a2e3256,MUTUAL
6e20303cb06f30efe3c059d61ce17ef3,MUTUAL
73c2f1bcabb738682158c83afd44636c,MUTUAL
46a15039951dc6ced60f4f4683a4aadc,MUTUAL
403f08dd5eaeeb442dc8b19440a77e2c,MUTUAL
d2a0de5894c614944becfa9bf91d14c9,MUTUAL
ead3b3eed470ff98cb4eb94dcc814e8a,MUTUAL
11d041736fd4cf4d46887167124c78d7,MUTUAL
979554e6d6f54290b0bba687430fb20e,MUTUAL
79daaa63e8ec48f783ac29bde80f80c3,MUTUAL
7df41371e3b24f9880b892f546a6c519,MUTUAL
7cf40a12b02a4efca510296980b58823,MUTUAL
b9f5a9b8592a4ce3a6cf9345fb371684,MUTUAL
6abd187f4e0c4b2783de89f237535473,MUTUAL
54207941c64945039f770d8fba36cb24,MUTUAL
af2e10366e064e248ad45cd46ce933b5,MUTUAL
3c83f03358504696bf4b245646af94a9,MUTUAL
a913e652235205435f4049480d76e49a,MUTUAL
ec35d397b781d3da882893e7314af600,MUTUAL
d8a625e81bc8446692af172a017335a8,MUTUAL
d387804915e0fcc91bb45903705acfcc,MUTUAL
c19e318174aa7f3c039f9ab8718b6e7f,MUTUAL
4061750bb95910af4c484b5c91b66b08,MUTUAL
1bcf894f88282573beecab039699bf86,MUTUAL
a98e218d2d58e2bee8abadbdd04b6ed1,MUTUAL
f21b835d1a45959b0afeadeca1cc2f75,MUTUAL
c9ce10e66c4131a09350402360480912,MUTUAL
ef0c2b6aafdaa9cc397a4ab7f059d7f5,MUTUAL
f35448ac55ea8d121afc6f8880dfe6cb,MUTUAL
b95f4b689f6b85e80330381a06debf6a,MUTUAL
1acf2b88ebb2123ae53ee3ccc0327721,MUTUAL
d2a589c83d16f549a7a19a38f8290bb5,MUTUAL
9afafd0e739e91599adf99df47d0fc57,MUTUAL
dadb1d1e6e8ef7d587f0473637f8f2ac,MUTUAL
29b26bfd6a7f8e2ab99b2ac2ff1ed6ed,MUTUAL
d8303a6d688f97b853c295f41052f081,MUTUAL
47fd06b5dd618e33ba874d494ddb4404,MUTUAL
358e1e16218a0967212ebc9ccedda1fd,MUTUAL
b6a7cf7cf55fad6f831ef9023a324c14,MUTUAL
d54c9b428fc93096722eedb44b4a21bd,MUTUAL
434de4b596e6abb04e2e0dcc28d28151,MUTUAL
6ec95fb9091cf18bbafbf6088d013cb1,MUTUAL
8812bd84672f2fc20cf99c087520ad7a,MUTUAL
030c2582ef9eb79de5832df05ce4c070,MUTUAL
8067f1efc2b27b0a7d31fed4577004b8,MUTUAL
a228c70f16eb0b998b14685bd0b06ff3,MUTUAL
307e32a73f3a3490a848ee5b4e715027,MUTUAL
a3a10fe203eb419abfe003844989785b,MUTUAL
e5babc5eec404992872f83ea783ad6e3,MUTUAL
4ae8886eee36486ba51720de49663e3c,MUTUAL
179e74b67dca412fabc6fe0e195944d1,MUTUAL
8833f31892474540aee4f6075ac0cb7c,MUTUAL
6b7301ca732d465c9ce2f0fa2940ed71,MUTUAL
b342dd66ef264cd384bb564d4f565318,MUTUAL
987d089876bc4e30b92effd284ee75d7,MUTUAL
3687988fec27430aab1c25d6489aad12,MUTUAL
e782a7bed67b40999186208c84bd0ecd,MUTUAL
f8fb102dafb7457f97d19dfcdcba8bf6,MUTUAL
3ad806bf7ab242e2a36b09f1b1dbab4d,MUTUAL
2bd0d154b24d416fa8573a6502e78345,MUTUAL
ca4cf36fe06b4af584b4d8e64a79d33e,MUTUAL
2c2c24f94d5d4163b549d3740c10fde2,MUTUAL
780c553b3edf453087ba1c44f33be1f8,MUTUAL
87415164e9b245399c7665de446ea9e1,MUTUAL
a09043a62bea429ab0f163511dc50dbd,MUTUAL
9ff404e7505c3021eab281d04e6bc2ba,MUTUAL
993c7615eb33f083aeb1869af29c3393,MUTUAL
50d60889efad058986f7811a759f6aee,MUTUAL
d81ace8b0ed3b0f24394d50b54342e8a,MUTUAL
1dadf260d8451d6806b145b93264cce4,MUTUAL
655f4f8023f379d9a7356d444535a18d,MUTUAL
88ed824e22461b7f393cb062eebefe8f,MUTUAL
ef0ebf00b12cc87e503297f81f94d25f,MUTUAL
0341a70c8378cc8af22d05c697c8dc60,MUTUAL
7bacfc41915d8596e8fe242891e5f77e,MUTUAL
4ee3e883984194f2ff6a4e70dae49771,MUTUAL
ab777ff851738cf3adeb9255a5d67bdc,MUTUAL
a3696fce1a1e6405c8761aad28aafbf2,MUTUAL
d792da37f9b2d4e409c70f75979d537d,MUTUAL
f344e6316a2f666d4c01148d42b0e4ab,MUTUAL
839b08834973aeff925741a7ce780fbe,MUTUAL
2503ded5b1c317d79bef1721157101cc,MUTUAL
42c9bf14cd6aea95fc86be3da312f6d8,MUTUAL
0c5b45016bde6c99d9aa904d5b6fbb22,MUTUAL
1a6459821286765f609e63a8c682b8c3,MUTUAL
1c5d60cd8e7ec55af773e0b342080cf5,MUTUAL
53e23e205d6ac3e7b2d2ebe08454710e,MUTUAL
35f9a043b9f2a64934244752b1798043,MUTUAL
617221fdab75931e4e7d7f9fad2308be,MUTUAL
e123dd49f639e6e6245ee5c4b450d097,MUTUAL
25baa2ddae17461a8ba58bcee5ba556b,MUTUAL
1a4c518f75294f23ac1aa94d701e8640,MUTUAL
3a5ead8f3baf4915807b0a10e44266ee,MUTUAL
49492b2a7a844dcea0824ef99fed1d95,MUTUAL
4d517051371248218a7f0f1934faf419,MUTUAL
ecfb7ad305af4ca38fccdc07b95faadb,MUTUAL
318b3e165d2a4e6cb187e2bda2ee1aae,MUTUAL
badc921d02f436739b1eb734ec8062e6,MUTUAL
3e18257c142e421aa7889bc006fcd060,MUTUAL
318cb6e56c52459cb65f5fe79485edad,MUTUAL
06efd370309a4374a2b0bd0ab7d7cc50,MUTUAL
8d7ea74ba58a4aa78654152b4d4b6c53,MUTUAL
e102ffc547cb9e846324d1089c3ea70c,MUTUAL
c812e81b2c88437ea950f0df2846c486,MUTUAL
88c8dd30be8e32b703493cc6215fa81a,MUTUAL
1d554f72f3522f01976968b227bab47e,MUTUAL
723787bb24d525a02af915fb8c17aef8,MUTUAL
2b2d9bb124cb82f5266a7c6b8db731a8,MUTUAL
4888ed25f7272d0ccb5d86299d2d9ba5,MUTUAL
d0e713609d4c44aa35fbc30fbed96ce3,MUTUAL
9bffeb163af3809472e852f3b9cb6327,MUTUAL
589556fefb5bb1279d6d29813a253ff5,MUTUAL
ac9159ecdbc9cb1e4c9051f4eb5f4015,MUTUAL
84fd7751cbabc295b414d43c7fec7c05,MUTUAL
f3dfcb70844ee3729fc690271cb385f0,MUTUAL
d787526507b7933052ac5ce57dd0cdeb,MUTUAL
d558df9b75ec608302f8c1c15208c193,MUTUAL
5823452c257709847600c3e07b5b9aca,MUTUAL
4773626cc58bb3aeace7493e6f120723,MUTUAL
0c03ad7c7794c127e0edcc361c299118,MUTUAL
9211cbc2acd0067c0d7e7e7652c6260d,MUTUAL
63cf6bdb293000e70fb032779b8ff126,MUTUAL
545d30b60c67d032ab474845d921ba91,MUTUAL
539297d96bca6ec5a53424d2edde4f4e,MUTUAL
9391f75d68fdb77c35d6609da928ed65,MUTUAL
cd65391d21dca62f4c361ed0cd5ccdf7,MUTUAL
ff45e4fa4e2bf328792a2b15257a84cd,MUTUAL
fe371049345d5ca37dfaaec6e3bb4b8a,MUTUAL
51c8cc138d0905f491c30a5070adffdb,MUTUAL
ce990939a6ed48341d511588860f3f8b,MUTUAL
cb5a25f92faeb8ed6d6b0a81c894a62d,MUTUAL
b67156cf6fe1d3c6b66d7403889ff2f1,MUTUAL
fc96be0d5b43de5748cf35df3c7adb67,MUTUAL
b20fc004543449d8b2db5b2b7761213f,MUTUAL
ca6bdda84740477cab98333c430938cb,MUTUAL
356921365b444866948df2a9d78a53c8,MUTUAL
c9b4031b7eb046b8941a83977cdad1e0,MUTUAL
f57663af3d8c400eb5a8abb69ad1ba54,MUTUAL
09bd2eacf6984a07b6c7874019367bf1,MUTUAL
ede30056d3884be98442a6d2db87e02c,MUTUAL
0517e4fd9f7776c9e3dcc1a4bc7cdde5,MUTUAL
c9dafe86ebc291036a459eaa91a3eb74,MUTUAL
4780498ce64aee1563bb3cd1a4496d22,MUTUAL
f3cebf8b0ebfea117acb946f3bcdb394,MUTUAL
d9dac066cc696d3d7bb46237a79b124b,MUTUAL
bd8a27db37a8497b5489287c46eb63fa,MUTUAL
b350e14110a5498b946eb7f8aff044f4,MUTUAL
b05697d7ab8641b78f03073afb1cf59b,MUTUAL
157c52b6c8b221806c5e05e4456e24bd,MUTUAL
4c8197eb292857e03f0b97d7eb24e5fe,MUTUAL
13ae2b53090b41725dc02faf30df8c37,MUTUAL
6463487f3fa738745e5e9c2742fc8a66,MUTUAL
376dc2815d0f27835c4a475af3451fea,MUTUAL
14886d10c911466aa7cea576adfcab76,MUTUAL
6445cc2f425c0ecd3a6ea5742cb4820c,PAYABLE
37b600bfc604e70fadd6e604115dd167,RECEIVABLE
2547fd723217489e49e06a194c54b738,ROOT
8e37418eec8180f141c0847961928f89,ROOT
eb09d0e99d87ab314e483f8cca51f666,ROOT
408fbecf058901953998e33e29abb569,ROOT
165a186c792a175d1460c3acc32a9e75,ROOT
54d68ff6cdf87171242d12aa36a8623d,ROOT
3f14fa9bd4764c7a81be06c5813b69a6,ROOT
abc64c56bb01746c216c039ce47f4aa8,ROOT
f2691e2590d64582681c21280766bf68,ROOT
f49e5bbce00923e158ec764b9f2dbcb9,ROOT
4db0e5aeb69d599403a59803330b23ce,ROOT
c2bf41cff37b576a8b45700c065fdbc8,ROOT
120299c04d8ea76f20524e5359f18c71,ROOT
d3ad0244f23a2cca65d8b0fc18e4ed69,ROOT
2a0827b968252da6efe540ae43f1254f,ROOT
6c536505acf59e0ed4da5ab27b11f201,ROOT
2f52b35bde30890bef1c99a332f85412,ROOT
a6a91d4863234f16584ebb9b1c99b156,ROOT
695e3969739a4c7f9e805f549e8d31d6,ROOT
7a0e3a08f4d2ad8fe42ee8e852e92d9f,ROOT
914d9f11baa0a529684114c6ea09f249,ROOT
698c9ea0c6f76d14abc7bbc03777c07a,ROOT
3daab18567c0d611f26af17584219c01,ROOT
25418e399692a28993788ed8c9686856,ROOT
9a4bef4160b54c330f32345d3c113b3a,ROOT
ea16f63a996f943aa1e5ff04554bf9d8,ROOT
ed741c6bb9a62907b770e18517289aaa,ROOT
189821024e9a8e66ad9c161264e211cc,ROOT
756737daf5bc47418f9490dd17f1dcb5,ROOT
e147ecbbac275ca3be1876b0f784e945,ROOT
5847d8ff545391d2ecea5335a009760d,ROOT
ae79782ed9b5c97901bc2c0a7fc88152,ROOT
95f7df6422496545575556a979ce08da,ROOT
b6b5391b0c9411c2652cabf8bde623d6,ROOT
a436501572ef5938381e366633f513d4,ROOT
6e7b3113fb57da3a23f07fa61751aef8,ROOT
552ab2f04a73193287a6d79eabd78335,ROOT
d83d16e4e0c547bf87de929377c64099,ROOT
0cce01b74a0ae45eae347084129f59d6,ROOT
7f30192037b3bd084b0efff4843cb33d,ROOT
b4866cda56f10ae3a046289a4ff6c84d,ROOT
01827d829aa46ebab5e52e8ad5166c89,ROOT
12c6a6881d835507762053339d3ec958,ROOT
6f1bdbbbd33b5c5d5ce8f11b10658188,ROOT
fa595f98849390c357aa0c1b37f0b6ac,ROOT
3fa5e8e33bf1f45de52f820816d125be,ROOT
99e9f87676f5fba8f8d47edd889c5f36,STOCK
ade9cb0c63014e96800001b35e02706d,STOCK
d41fc966a9103808e030eaa9253eb330,STOCK
23009f02c9c1a0c70e7007ffcc3e8524,STOCK
741a4508934b4eb1fface17909e350c4,STOCK
9a1a1eaa9ff45c9588b34e4dd60dc7f1,STOCK
0f49d9765468749506cbe4220b12bdbe,STOCK
2c731f9c5d1bf2741d42908896676e8b,STOCK
9a290b7bc20ee10f45a447074a34c15a,STOCK
ecce274e5a97954ef4a5efb980ef1fe6,STOCK
2ce9cac83964932bbef26616ca0ad36a,STOCK
4456188f1736362f26850f45e32272f1,STOCK
24e933c2d52cf846abc6aa5de93347d7,STOCK
497fccf902bdc7c50836003715570b2b,STOCK
02bc3c42871b95db1ac084fbd2d853a9,STOCK
e3da2f2fc52475f228ea74be70ca5b47,STOCK
2f8c4de58988925d538090312ac66554,STOCK
da06401c32b56e304583ff13681a5512,STOCK
c5604e113e8cfa8b6dc22bccb006c430,STOCK
d7d8a7a6fdad2642d7cf7483c98695e4,STOCK
5843f056836a43346a09e5ecd5e0e3b1,STOCK
c7aba9119033beb77ed72829fe57daec,STOCK
adfe019863ef6072cdfe4090768f1503,STOCK
b7977f2f8b4bbe0762c1e9b14be4bab7,STOCK
b1a9bd5d40101f3040b65e55f732d768,STOCK
c9d61277f5281b2705a81dcc5fc4b972,STOCK
f953e808b8b64d249af5ac1a1d7ba7d9,STOCK
ce8360fc548bea0fea8d6036ba290acc,STOCK
6d827cf354a8ee8b61305c076a3ca768,STOCK
5811219502ce11bbce15d7217f4448cd,STOCK
7a7f62b381cb199a1d3e7cb85445db68,STOCK
ef52c218b2b5d42e6f891066d70b2029,STOCK
e3f63b937c06009a423066e6c6819658,STOCK
e4402a9ac3b8fff83798dd244114fba9,STOCK
c574281d5083752cc36120609bc99ddc,STOCK
90f10e46fd1f76ac538dfecda44a7af4,STOCK
2f158cd303df343f48082cee875d3178,STOCK
9cde921681f75c2e7eee3e7dc8ed8997,STOCK
632f76ae181488fa72dec1095aabb846,STOCK
86a3fafb09c8137a7753bb73bcade442,STOCK
ba4940a1ca22aa3805c55de82baf95bc,STOCK
67bdfd678a3b60699c051df12e236d90,STOCK
b9e2802323a3e76c32c5c5c2aca00e20,STOCK
d5c81877aa83cd3b6f43f1daec5970a6,STOCK
7b67a7c24f888fe04c12f74ae23168ac,STOCK
609dd481c0ee7997b1e2d598d734cf66,STOCK
bbdd3f80904d03298f17b5291f5cd5dd,STOCK
cd846e923fa73ddbe106ed6a5f4e7338,STOCK
8102680755793c8f51f253fa27a02d27,STOCK
fbf36431dbf11a4af73c68e5bd3b3888,STOCK
30b6e170157a14ee17eb295a14400ed2,STOCK
57b6c7f49d7621a23bbe8882dbd10a78,STOCK
247ead50641221a9cf5a2c29d1cf6729,STOCK
895965b393fae167eecef56607f0ca6e,STOCK
8097bfadb3bfbce450164a2ccf523332,STOCK
0e9f83fb2930f96df9fde5a1ccfac896,STOCK
4ceef9b91507998c5a06b3b48a42713a,STOCK
9608a1a15b1f2b882bc134f5ebc6482a,STOCK
7ad4c35e5315473e47a1508e7635537f,STOCK
b0f3251d94daf1eb73a4d6d6bcacf2e1,STOCK
4dd49343e086d6df679c111627a826b7,STOCK
ae2923078de6755efab9448cf3592217,STOCK
85f99b63f55183d6ec3f48357a509a83,STOCK
84e3d67e3a438847547a78a666f1b22b,STOCK
4e6ec993a951924bb7630664825c5d9e,STOCK
abd16455eba4f93d6596e15fe44a7311,STOCK
9392981ac47eac19b4b70211cf20a274,STOCK
aba61dba8400cd13cfc41c3aa02fb6bf,STOCK
1225743b269efb8d0a280691122bcc5e,STOCK
bb9220dc105f6d113c4dd1d8b720e145,STOCK
7c2a25a4868c4f28181175e50b7324f4,STOCK
76e2ad0422dba265e3b1feeaed5e9aee,STOCK
a7dbaa41f0055ce91dc13782ee77a4bb,STOCK
5a6fc10d4e21d066b2237b78d9fd0917,STOCK
a1036d41f27d8b974ab0a426134b4362,STOCK
76bb3528ea6b7bf4a403d4a7acc0bee3,STOCK
a12433e824711337a84d6f2671a34420,STOCK
3dcec4cd1c5ca6e2102a3cc8622bce1a,STOCK
3d25a94e3ec745c597c50fe3ddfb2d96,STOCK
89b03e6b3e0ba0c7380288929a9d27b0,STOCK
d56526e1289a74c44ad2f87a2583c711,STOCK
b2bb75ca6c7c4132a458cefe22a6da74,STOCK
3e07f2684d784a539d628705a25ef444,STOCK
f2959d1fe65e46bfa961e2d127c92380,STOCK
35ce0eb2cc1145d2910aeace3dae0f08,STOCK
9eb4a7ce8a004c0082eca5e203d09dd5,STOCK
0a6a5f4b62474b69adcaff661654196a,STOCK
3153b58083054b1887ca82af650943ec,STOCK
fcb2f00766964718922091adefd01c01,STOCK
130f9431601e4387bfe9c28b87a489c8,STOCK
774ef22d45b04f0c961de7b65cbc7a18,STOCK
fad84702b2174e45b7d216218678d566,STOCK
b9ea5769aa214210a52de5d7e3843aa8,STOCK
b2ecd1abeefc4211af3fc5ef483e1b5d,STOCK
c59a752bbc9840efa99200333a2d6ee0,STOCK
26361991800948a0ad514defdf59e965,STOCK
0f2b1538edeb43dd8412236d7e6c6f7b,STOCK
9e27bdd68a994f3f97a5235306d2b4b2,STOCK
ba22864966af4dd0b76d488554a28ece,STOCK
8eac19e8e5f04731b83f1198ef01a1c6,STOCK
041a878e9ebe4be6b30df2188abae30c,STOCK
82d928899257468b8749ca306d232aca,STOCK
6a63a55d308640a090bea1ae130e054c,STOCK
ea90c56e5d5f4b8c9eb57f895880b48a,STOCK
2232a24d30454e2181597616bbfe3538,STOCK
f5036e6aa2214280a506666e205dcfca,STOCK
4152c54cc1dc4a7f8eed79ac43aed36e,STOCK
fb458910668b476cbf66fd725244afa8,STOCK
b130df239685460d94eb5e01c20d8d84,STOCK
06b29bf8287648068d02bfae0e72cf8e,STOCK
2c778dc9bddc494e9af9a496ad22f19d,STOCK
f860ef752775428aacc8fe0c328ee6e1,STOCK
